,title,price,description,date_posted,address,url,parking,date d'emménagement,animals,area,location_type,location,sublocality,postal_code
123,1.5 à louer Iles des Soeurs/Nun's Island - 420 rue Abelard,999.0,,2023-06-25 00:07:00,"420 Rue Abélard, Verdun, QC H3E 1B5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-iles-des-soeurs-nuns-island-420-rue-abelard/1651590781,0,2023-08-01 00:00:00,2,450.0,ROOFTOP,"{'lat': 45.4626753, 'lng': -73.5452248}",Verdun,H3E 1B5
124,1.5 à louer Iles des Soeurs/Nun's Island - 670 de Gaspé,1099.0,,2023-06-25 00:06:00,"670 Rue de Gaspé, Verdun, QC H3E 1H8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-iles-des-soeurs-nuns-island-670-de-gaspe/1657855664,0,2023-11-01 00:00:00,2,450.0,ROOFTOP,"{'lat': 45.4543172, 'lng': -73.54956229999999}",Verdun,H3E 1H8
125,4875 Dufferin: Apartment for rent in Hampstead,1269.0,"Bienvenue au 4875 avenue Dufferin, un bâtiment confortable et parfaitement situé dans le quartier Côte-des-Neiges, à mi-chemin entre les stations de métro Villa-Maria et Snowdon. Sa proximité avec diverses options de transport en commun permet aux résidents de se rendre aux quatre coins de la ville en quelques minutes seulement. Promenez-vous à proximité le long de l'avenue Monkland, où vous trouverez à chaque détour des restaurants et des magasins réputés. Nos résidents peuvent également profiter d'une buanderie sur place, stationnement intérieur, balcons spacieux et une foule d'autres aménagements! Venez visiter votre nouvelle demeure dès aujourd'hui.",2023-06-25 00:06:00,"4875 Av. Dufferin, Montréal, QC H3X 2Z2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4875-dufferin:-apartment-for-rent-in-hampstead/1657855772,0,2023-09-30 00:00:00,2,438.0,ROOFTOP,"{'lat': 45.4786809, 'lng': -73.6295141}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3X 2Z2
126,Studio Apartment for Rent - 1570 St-Timothée,900.0,"Offers spacious appartements with spacious balconies so you can enjoy the magnificient city views. Less than 5 minutes by foot: Berri-UQAM. Proximity to Place Dupuis, where you will find 2 grocery stores (IGA, Rachelle-Béry), an SAQ store, a Dollarama, 2 drugstores, banks, various shops. ",2023-06-25 00:06:00,"1570 Rue Saint-Timothée, Montréal, QC H2L 3N9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-apartment-for-rent-1570-st-timothee/1657802199,0,2023-07-31 00:00:00,0,,ROOFTOP,"{'lat': 45.5178186, 'lng': -73.5595433}",Ville-Marie,H2L 3N9
127,Studio dans Rosemont,750.0,,2023-06-25 00:06:00,"2363 Rue Bélanger, Montréal, QC H2G 1E4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-dans-rosemont/1661098170,0,,0,,ROOFTOP,"{'lat': 45.5511925, 'lng': -73.5995533}",Villeray—Saint-Michel—Parc-Extension,H2G 1E4
128,2 1/2 université McGill,910.0,Downtown Rue universitaire mcgill,2023-06-24 19:55:00,"3506 Rue University, Montréal, QC H3A 2A7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-universite-mcgill/1664156967,0,2023-08-01 00:00:00,2,144.0,ROOFTOP,"{'lat': 45.5064721, 'lng': -73.57684979999999}",Ville-Marie,H3A 2A7
129,STUDENTS ONLY! McGill off-campus studio sublease,1050.0,"-1 bed, 1 kitchen (with oven, microwave, fridge, etc.)+dining area, 1 bathroom, 1 balcony
-$1050/month, available immediately, the current lease is til August 31 but can continue the lease by contacting the landlord. Water, heating, internet and electricity are all included. Pet friendly. Located in a quiet area that is student-friendly.
-Furniture can be negotiated or all included
-Address: 3549 Av.Lorne , H2X 2A4. Near downtown. Near McGill Campus. A 3-minute walk from Milton Gate, McConnell Engineering Building, Birks Building, Leacock Building, Redpath & McLennan Library, etc. 5-minute walk from McGill Metro station. Lots of restaurants and convenience stores within 10 minutes walking distance",2023-06-24 03:44:00,"Montreal, QC H2X 2A4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/students-only-mcgill-off-campus-studio-sublease/1657902087,0,2023-05-01 00:00:00,2,322.0,APPROXIMATE,"{'lat': 45.5076268, 'lng': -73.57661689999999}",Le Plateau-Mont-Royal,H2X 2A4
130,Place Kingsley: Apartment for rent in Cote Saint-Luc,1249.0,"Située sur une rue tranquille, cette communauté se trouve à distance de plusieurs magasins à Côte St-Luc et à une courte distance en voiture du centre-ville de Montréal. Depuis votre balcon privé au-dessus de Côte Saint-Luc, vous pourrez profiter de la vue panoramique de Montréal lorsque vous habitez aux Appartements Place Kingsley. Cet immeuble entièrement rénové vous ouvre sur tout ce que Côte Saint-Luc a à offrir!",2023-06-24 00:08:00,"5550 Av. Trent, Côte Saint-Luc, QC H4W 2B9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-kingsley:-apartment-for-rent-in-cote-saint-luc/1661044905,0,2023-09-15 00:00:00,2,400.0,ROOFTOP,"{'lat': 45.4614176, 'lng': -73.6616921}",Côte Saint-Luc,H4W 2B9
131,"11/2 à louer Côte-des-Neiges, distance marche UdeMtl, HEC, métro",885.0,"11/2 Studio impeccable à louer à Cote-des-neiges
meublé ou semi-meublé
planchers en bois
buanderie dans l'immeuble
chauffage inclus
distance de marche Université de Montréal, HEC, CHU Ste-Justine, HGJ, métro Cote-des-neiges
2 unités disponibles (meublé ou semi-meublé)
Pour visiter ou plus d'infos Tél. 514-223-9924
(Aussi disponible: 21/2 (avec chambre fermée)
------
1 1/2 For Rent in Cote-des-neiges
Ideal location close to University of Montreal, JGH, CHU Ste-Justine, 2 metro stations,
Heating included
Impeccable
Completely furnished or Semi-furnished
For more info please call 54-223-9924",2023-06-23 17:04:00,"Montreal, QC H3S 1X1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/11-2-a-louer-cote-des-neiges-distance-marche-udemtl-hec-metro/1651055826,0,2023-07-01 00:00:00,0,100.0,APPROXIMATE,"{'lat': 45.4961103, 'lng': -73.6324569}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1X1
132,"4545 Walkley - 0 Bedroom, 1 Bathroom Apartment for Rent",1170.0,"Students, families, and young professionals all choose 4545 Walkley as their ideal apartment home in Montréal's desirable NDG neighbourhood.",2023-06-23 12:24:00,"4545 Av. Walkley, Montréal, QC H4B 2K8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4545-walkley-0-bedroom-1-bathroom-apartment-for-rent/1664068533,0,2023-08-15 00:00:00,2,550.0,ROOFTOP,"{'lat': 45.4654836, 'lng': -73.63762729999999}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4B 2K8
133,4875 Dufferin: Apartment for rent in Hampstead,1249.0,"Bienvenue au 4875 avenue Dufferin, un bâtiment confortable et parfaitement situé dans le quartier Côte-des-Neiges, à mi-chemin entre les stations de métro Villa-Maria et Snowdon. Sa proximité avec diverses options de transport en commun permet aux résidents de se rendre aux quatre coins de la ville en quelques minutes seulement. Promenez-vous à proximité le long de l'avenue Monkland, où vous trouverez à chaque détour des restaurants et des magasins réputés. Nos résidents peuvent également profiter d'une buanderie sur place, stationnement intérieur, balcons spacieux et une foule d'autres aménagements! Venez visiter votre nouvelle demeure dès aujourd'hui.",2023-06-23 00:12:00,"4875 Av. Dufferin, Montréal, QC H3X 2Z2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4875-dufferin:-apartment-for-rent-in-hampstead/1647497408,0,,2,350.0,ROOFTOP,"{'lat': 45.4786809, 'lng': -73.6295141}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3X 2Z2
134,Spectacular Views Spacious Renovated 4.5 Condo Style,1196.0,,2023-06-23 00:11:00,"5311 Rue Sherbrooke O, Montréal, QC H4A 1V3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spectacular-views-spacious-renovated-4-5-condo-style/1653427790,0,2023-07-15 00:00:00,1,500.0,ROOFTOP,"{'lat': 45.4742551, 'lng': -73.6093625}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4A 1V3
135,3655 Papineau: Apartment for rent in Montreal,1249.0,"Le 3655 Avenue Papineau est situé au Plateau Mont-Royal, un secteur diversifié de Montréal avec une multitude de restaurants et de magasins à quelques pas de chez vous.. La communauté se trouve juste à côté du vaste Parc Lafontaine, qui offre de magnifiques sentiers pédestres et des espaces verts en plein cœur de Montréal. Les résidents profiteront, depuis leur balcon, d'une vue imprenable sur le Mont-Royal et le centre-ville. Il est également important de préciser que l'immeuble offre des commodités intéressantes. Vous pourrez profiter d'une soirée au cinéma ou à la salle de jeu. Vous pourrez aussi faire de l'exercice au centre de conditionnement physique entièrement équipé. La station de métro Papineau toute proche permet d'explorer facilement Montréal et les étudiants peuvent se rendre rapidement à l'Université McGill et à l'Université du Québec à Montréal. Vous trouverez tout ce dont vous avez besoin au 3655 Avenue Papineau.",2023-06-23 00:11:00,"3655 Av. Papineau, Montréal, QC H2K 4K1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3655-papineau:-apartment-for-rent-in-montreal/1651590938,0,,2,315.0,ROOFTOP,"{'lat': 45.52973189999999, 'lng': -73.5669461}",Le Plateau-Mont-Royal,H2K 4K1
136,1 1/2 À LOUER VILLE-MARIE,1200.0,,2023-06-23 00:11:00,"1450 Rue Parthenais, Montréal, QC H2K 3R9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-a-louer-ville-marie/1657287662,0,2023-07-01 00:00:00,0,,ROOFTOP,"{'lat': 45.5264851, 'lng': -73.5501024}",Ville-Marie,H2K 3R9
137,Place Kingsley: Apartment for rent in Cote Saint-Luc,1279.0,"Située sur une rue tranquille, cette communauté se trouve à distance de plusieurs magasins à Côte St-Luc et à une courte distance en voiture du centre-ville de Montréal. Depuis votre balcon privé au-dessus de Côte Saint-Luc, vous pourrez profiter de la vue panoramique de Montréal lorsque vous habitez aux Appartements Place Kingsley. Cet immeuble entièrement rénové vous ouvre sur tout ce que Côte Saint-Luc a à offrir!",2023-06-23 00:11:00,"5550 Av. Trent, Côte Saint-Luc, QC H4W 2B9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-kingsley:-apartment-for-rent-in-cote-saint-luc/1652710573,0,,2,500.0,ROOFTOP,"{'lat': 45.4614176, 'lng': -73.6616921}",Côte Saint-Luc,H4W 2B9
138,4875 Dufferin: Apartment for rent in Hampstead,1279.0,"Bienvenue au 4875 avenue Dufferin, un bâtiment confortable et parfaitement situé dans le quartier Côte-des-Neiges, à mi-chemin entre les stations de métro Villa-Maria et Snowdon. Sa proximité avec diverses options de transport en commun permet aux résidents de se rendre aux quatre coins de la ville en quelques minutes seulement. Promenez-vous à proximité le long de l'avenue Monkland, où vous trouverez à chaque détour des restaurants et des magasins réputés. Nos résidents peuvent également profiter d'une buanderie sur place, stationnement intérieur, balcons spacieux et une foule d'autres aménagements! Venez visiter votre nouvelle demeure dès aujourd'hui.",2023-06-23 00:07:00,"4875 Av. Dufferin, Montréal, QC H3X 2Z2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4875-dufferin:-apartment-for-rent-in-hampstead/1656912811,0,2023-07-31 00:00:00,2,453.0,ROOFTOP,"{'lat': 45.4786809, 'lng': -73.6295141}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3X 2Z2
139,The St-Norbert Apartments - Bachelor available at 150 st Norbert,1290.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/appartements-le-st-norbert/,2023-06-22 19:42:00,"150 Rue Saint-Norbert, Montréal, QC H2X 1G6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/the-st-norbert-apartments-bachelor-available-at-150-st-norbert/1664021074,0,,0,414.0,ROOFTOP,"{'lat': 45.51336389999999, 'lng': -73.5671618}",Ville-Marie,H2X 1G6
140,The Olympic Village - Bachelor available at 5199 East Sherbrooke,1200.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/le-village-olympique/,2023-06-22 12:36:00,"5199 R. Sherbrooke E, Montréal, QC H1T 3X1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/the-olympic-village-bachelor-available-at-5199-east-sherbrooke/1663969579,0,,2,410.0,ROOFTOP,"{'lat': 45.5676344, 'lng': -73.55383599999999}",Rosemont—La Petite-Patrie,H1T 3X1
141,"The Lorne Apartments - Bachelor available at 3580 Lorne Avenue, ",1125.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/appartements-le-lorne/,2023-06-22 12:30:00,"3580 Av. Lorne, Montréal, QC H2X 2A6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/the-lorne-apartments-bachelor-available-at-3580-lorne-avenue/1663969635,0,,2,361.0,ROOFTOP,"{'lat': 45.50775369999999, 'lng': -73.5774213}",Le Plateau-Mont-Royal,H2X 2A6
142,"Benny Crescent Apartments - Bachelor - 2400, 2420, 2444, 2460, 2",955.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/appartements-benny-crescent/,2023-06-22 12:30:00,"2500 Rue Benny Crescent, Montréal, QC H4B 2R2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/benny-crescent-apartments-bachelor-2400-2420-2444-2460-2/1663969589,0,,0,412.0,ROOFTOP,"{'lat': 45.4643258, 'lng': -73.6261196}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4B 2R2
143,"District C.D.N. Apartments - Bachelor - 2775-2950 Barclay, 6510-",905.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/appartements-district-c-d-n/,2023-06-22 12:30:00,"3175 Chem. Bedford, Montréal, QC H3S 1G3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/district-c-d-n-apartments-bachelor-2775-2950-barclay-6510/1663969657,0,,0,310.0,ROOFTOP,"{'lat': 45.5073489, 'lng': -73.6345889}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1G3
144,Terrasses Embassy Apartments - Bachelor available at 3440 Duroch,1145.0,Open House - July 18-19,2023-06-22 12:24:00,"3440 Rue Durocher, Montréal, QC H2X 2E2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/terrasses-embassy-apartments-bachelor-available-at-3440-duroch/1663969572,0,,2,340.0,ROOFTOP,"{'lat': 45.50735359999999, 'lng': -73.5734805}",Le Plateau-Mont-Royal,H2X 2E2
145,Habitat 2500 Apartments - Bachelor available at 2500 Cavendish B,1215.0,Visitez notre site Web : https://www.capreit.ca/fr/appartements-a-louer/montreal-qc/appartements-habitat-2500/,2023-06-22 12:06:00,"2500 Boul Cavendish, Montréal, QC H4B 2Z6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/habitat-2500-apartments-bachelor-available-at-2500-cavendish-b/1663969619,0,,0,490.0,ROOFTOP,"{'lat': 45.4622819, 'lng': -73.6271359}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H4B 2Z6
146,New Renovated studio Located in Rosemont (900$),900.0,"Apartement a rosement disponible.
Eau chaude et chauffage inclus.
Pour plus d'information ou pour scheduler un visite envoyer moi un message.",2023-06-21 20:02:00,"Rue des Carrières, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-renovated-studio-located-in-rosemont-900/1663911359,0,2023-07-01 00:00:00,1,250.0,GEOMETRIC_CENTER,"{'lat': 45.5374207, 'lng': -73.5897497}",Rosemont—La Petite-Patrie,
147,1-1/2 électricité inclus,585.0,"1 1/2 Nous recherchons quelqun de propre et respectueux des autre
Enquete de credit nécessaires
Pas d animaux
Aucune emplacement pour lessive (entrée laveuse secheuse)électricité poile sure les lieux",,"Greenfield Park, QC J4V 1M3, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/1-1-2-electricite-inclus/1662474560,0,2023-06-08 00:00:00,0,220.0,APPROXIMATE,"{'lat': 45.4838737, 'lng': -73.4839365}",Longueuil,J4V 1M3
148,Appartement 2 1/2 à Louer à Ville Saint-Laurent,900.0,"Appartement 2 1/2 à louer dans un beau secteur de Ville Saint-laurent. Secteur calme, près des commerces et des arrêts d'autobus. SVP- demandez Marina au 514-331-5517.",,"Rue Ashton, Saint-Laurent, QC H4N 1B4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-2-1-2-a-louer-a-ville-saint-laurent/1662369001,0,2023-06-06 00:00:00,0,400.0,GEOMETRIC_CENTER,"{'lat': 45.5296473, 'lng': -73.671186}",Saint-Laurent,H4N 1B4
149,Studio - Stade Olympique Métro PIE IX Libre à partir du 1er Nov.,1035.0,"Magnifique studio meublé, au 2e étage, à concept ouvert et bénéficiant d'une terrasse privée. Situé dans une résidence à 5 mins à pied du Métro PIE IX et Viau, du stade olympique, jardin botanique, Marché Maisonneuve et de tous les services de la rue Ontario et sa Place Valois, BIXI, piste cyclable.
Vous rejoindrez le Centre-Ville en 10 mins en métro !
La location comprend tous les électros (laveuse, sécheuse, lave-vaisselle, poêle et frigo), table avec deux chaises, commode à tiroirs, divan et lit ainsi que deux garde-robe dont un walk-in.
Air climatisé et stores et la fibre optique est installée.
très propre et en excellent état.
De plus, un espace interne sécurisé pour les vélos. La résidence est privée ce qui vous assure calme et tranquillité.
La campagne en ville !
N.B : appartement non-fumeur et pas d'animaux.
L'électricité et le chauffage ne sont pas inclus.
I also speak English and I can forward all the information in English if needed on request.
",,"Montreal, QC H1V 3S4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-stade-olympique-metro-pie-ix-libre-a-partir-du-1er-nov/1662126704,0,2023-11-01 00:00:00,0,520.0,APPROXIMATE,"{'lat': 45.5569561, 'lng': -73.5473992}",Mercier-Hochelaga-Maisonneuve,H1V 3S4
150,1 et 1/2 à louer,1200.0,"Un 1 et 1/2 sous location situé à Eduard monpetit
Pour le mois du Juillet et Août
Tout est inclus
Wifi
5 mnt du métro station (Université du Montréal ) et l'arrêt du bus juste en face .
10 mnt du parc pour les enfants
7 mnt du Jean coutu et Starbucks et des resto Halal
1200$ Agréable pour une famille du 3 au pour des amis à partager .
Je vais laissé pleins des épiceries gratuit bien sûr ( sucre , pâtes , détergeant ...ect)
Pour aidé les nouveaux arrivants et éviter les faux frais.
Contactez moi au privé pour les photos au pour la visite .
Merci",,"Bd Édouard-Montpetit, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-et-1-2-a-louer/1662009213,1,2023-07-01 00:00:00,0,100.0,GEOMETRIC_CENTER,"{'lat': 45.4979509, 'lng': -73.6236196}",Côte-Des-Neiges—Notre-Dame-De-Grâce,
151,"Downtown furnished apartment, utilities included, sublease",1035.0,"Furnished 2-floor studio apartment. Utilities (hydro, electricity, heating) included in rent. Wifi available.
Fantastic location, very short walk to Atwater metro station and tons of amenities nearby (shopping, groceries, cinema, Lasalle and Dawson colleges, Concordia University, etc).
Available for sublease from September 1, 2023 until summer 2024.",,"Montreal, QC H3H 1N9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-furnished-apartment-utilities-included-sublease/1661895036,0,2023-06-08 00:00:00,0,600.0,APPROXIMATE,"{'lat': 45.49067, 'lng': -73.5815899}",Ville-Marie,H3H 1N9
152,bureau,414.0,"Bureau a louer 5min de métro Longueuil situer proche de tous services restaurant ; arrêt de bus, magasin ; station de gaz visible
sur saint-charles o longueuil",,"Longueuil, QC J4K, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/bureau/1661782819,0,2023-07-01 00:00:00,0,134.0,APPROXIMATE,"{'lat': 45.5175355, 'lng': -73.49983139999999}",Longueuil,J4K
153,bureau,414.0,"Bureau a louer 5min de métro Longueuil situer proche de tous services restaurant ; arrêt de bus, magasin ; station de gaz visible
sur saint-charles o longueuil",,"Longueuil, QC J4K, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/bureau/1661782887,0,2023-07-01 00:00:00,0,134.0,APPROXIMATE,"{'lat': 45.5175355, 'lng': -73.49983139999999}",Longueuil,J4K
154,"1 Bed / 1 Bath Apartment$1,290 / Month / Mount  Royal",1290.0,"Description
Superbe Studio à louer dans le quartier de De Lorimier/Sainte-Marie, situé au rez de chaussée d’un Quadruplex. L’appartement de style loft comporte 1 chambre à coucher et 1 salle de bain.",,"4380 Rue de Bordeaux, Montréal, QC H2H 1Z7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bed-1-bath-apartment-1-290-month-mount-royal/1661664861,0,2023-07-01 00:00:00,1,400.0,ROOFTOP,"{'lat': 45.53369, 'lng': -73.571561}",Le Plateau-Mont-Royal,H2H 1Z7
155,Amazing Studio Apartment in the Heart of the McGill Ghetto,1295.0,"Spacious studio apartment in Downtown Montréal!!!
- Heating, Electricity, Hot water, Fridge and Stove Included
- Close to Place-des-Arts Metro
- Balcony in unit",,"3475 Rue Durocher, Montréal, QC H2X 2C6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/amazing-studio-apartment-in-the-heart-of-the-mcgill-ghetto/1661566000,0,2023-05-30 00:00:00,0,500.0,ROOFTOP,"{'lat': 45.5081095, 'lng': -73.5742166}",Le Plateau-Mont-Royal,H2X 2C6
156,Logements à louer à Longueuil,850.0,Plusieurs logements à louer à Longueuil:,,"Rue Caroline, Longueuil, QC J4H, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/logements-a-louer-a-longueuil/1624044863,1,2022-07-01 00:00:00,0,800.0,GEOMETRIC_CENTER,"{'lat': 45.5387565, 'lng': -73.5055891}",Longueuil,J4H
157,Studio meublé près UdeM JEAN BRILLANT métro DCN,1100.0,"Joli petit studio d'environ 40 m2, situé sur la rue Jean Brillant, entièrement meublé, très propre et très lumineux. L'entrée est séparée. Parfait pour une personne.
•	une chambre joliment meublée avec un grand placard, literie
•	un espace salon
•	une cuisine toute équipée avec frigo, plaque vitro-céramique et micro-onde ainsi que tout le nécessaire pour cuisiner
•	une salle de bain complètement rénovée",,"Montreal, QC H3T 1P2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-meuble-pres-udem-jean-brillant-metro-dcn/1661334549,0,2023-08-30 00:00:00,0,400.0,APPROXIMATE,"{'lat': 45.4934185, 'lng': -73.6244208}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3T 1P2
